sports,supernatural,comedy,ecchi,sci-fi,psychological,mahou shoujo,horror,drama,thriller,action,mystery,hentai,music,fantasy,adventure,mecha,slice of life,romance
,98751,2408,,3653,,,,4503,,3667,,21160,,6462,3101,111131,21507,9736
,98863,2409,,3661,,,,4514,,3670,,21161,,6489,3109,111500,21508,9741
,98864,2414,,3665,,,,4531,,3671,,21162,,6492,3114,111789,21512,9750
,98976,2417,,3667,,,,4549,,3673,,21163,,6520,3115,111964,21544,9760
,98978,2419,,3672,,,,4566,,3676,,21164,,6527,3127,112303,21553,9790
,99111,2420,,3675,,,,4581,,3692,,21165,,6557,3132,112308,21554,9887
,99148,2421,,3676,,,,4596,,3712,,21166,,6572,3135,112449,21564,9904
,99363,2422,,3684,,,,4617,,3726,,21167,,6583,3137,112450,21572,9922
,99390,2424,,3701,,,,4618,,3735,,21168,,6585,3146,112451,21577,9926
,99394,2450,,3735,,,,4621,,3762,,21169,,6586,3151,112452,21584,9943
,99480,2454,,3764,,,,4695,,3764,,21173,,6590,3152,112453,21585,9988
,99527,2457,,3772,,,,4715,,3768,,21176,,6593,3153,112534,21595,9989
,99528,2458,,3784,,,,4720,,3769,,21193,,6607,3154,112716,21597,9998
,99531,2459,,3785,,,,4722,,3778,,21195,,6633,3162,113138,21601,10029
,99539,2460,,3786,,,,4752,,3782,,21199,,6634,3175,113555,21605,10030
,99568,2463,,3787,,,,4756,,3783,,21211,,6695,3176,113698,21626,10036
,99654,2464,,3816,,,,4765,,3784,,21215,,6701,3178,113950,21627,10045
,99678,2465,,3817,,,,4789,,3785,,21217,,6702,3183,113971,21631,10079
,99693,2469,,3820,,,,4790,,3786,,21219,,6704,3185,114233,21638,10080
,99698,2471,,3834,,,,4814,,3787,,21222,,6707,3199,114307,21642,10110
,99706,2472,,3837,,,,4835,,3806,,21233,,6712,3214,114334,21645,10152
,99707,2473,,3840,,,,4876,,3816,,21240,,6741,3218,114717,21659,10180
,99710,2474,,3846,,,,4884,,3825,,21245,,6743,3221,114721,21680,10213
,99717,2485,,3854,,,,4896,,3827,,21257,,6758,3227,114841,21683,10219
,99718,2486,,3859,,,,4901,,3832,,21278,,6771,3230,114842,21685,10259
,99727,2490,,3880,,,,4908,,3840,,21282,,6772,3232,115006,21696,10321
,99788,2494,,3882,,,,4918,,3843,,21333,,6773,3234,115087,21702,10361
,99845,2497,,3883,,,,4926,,3844,,21358,,6779,3258,115219,21703,10373
,99847,2498,,3890,,,,4927,,3848,,21369,,6787,3271,115833,21704,10384
,99935,2499,,3898,,,,4928,,3861,,21370,,6793,3272,115914,21710,10397
,99940,2501,,3900,,,,4938,,3864,,21371,,6795,3295,115916,21713,10408
,100010,2503,,3907,,,,4943,,3884,,21372,,6811,3298,115918,21726,10435
,100077,2508,,3927,,,,4981,,3901,,21373,,6823,3313,116589,21736,10447
,100083,2518,,3932,,,,4983,,3910,,21374,,6827,3317,116605,21737,10456
,100185,2522,,3936,,,,4985,,3913,,21375,,6861,3322,117758,21741,10460
,100240,2524,,3937,,,,5002,,3923,,21401,,6883,3327,118077,21753,10481
,100268,2525,,3952,,,,5028,,3927,,21402,,6884,3329,118126,21757,10491
,100283,2526,,3960,,,,5034,,3931,,21419,,6922,3352,119123,21759,10536
,100332,2527,,3963,,,,5037,,3935,,21420,,6930,3355,119665,21761,10547
,100353,2529,,3964,,,,5039,,3948,,21443,,6937,3372,120124,21764,10582
,100483,2540,,3969,,,,5052,,3954,,21466,,6939,3381,120300,21769,10594
,100500,2552,,3972,,,,5081,,3960,,21475,,6950,3390,121664,21774,10595
,100537,2564,,3974,,,,5084,,3963,,21478,,6965,3401,122173,21775,10604
,100562,2566,,4014,,,,5098,,3964,,21479,,6978,3425,123394,21776,10611
,100714,2570,,4037,,,,5114,,3969,,21480,,6979,3432,123612,21781,10694
,100813,2571,,4038,,,,5151,,3972,,21484,,7031,3434,124473,21782,10719
,100815,2578,,4052,,,,5155,,3974,,21503,,7045,3436,124635,21786,10723
,100852,2580,,4058,,,,5167,,3989,,21514,,7058,3461,124786,21789,10793
,100855,2589,,4066,,,,5168,,4003,,21515,,7083,3463,125640,21793,10800
,100978,2594,,4073,,,,5190,,4012,,21521,,7088,3466,126186,21795,10805
,101016,2602,,4083,,,,5191,,4014,,21522,,7090,3481,126203,21796,10810
,101102,2605,,4088,,,,5200,,4026,,21523,,7103,3486,126393,21797,10834
,101248,2606,,4119,,,,5216,,4031,,21524,,7109,3493,126662,21802,10863
,101261,2607,,4150,,,,5220,,4037,,21525,,7124,3499,126664,21804,10897
,101277,2611,,4176,,,,5228,,4038,,21526,,7152,3501,126830,21813,10928
,101291,2615,,4177,,,,5258,,4039,,21527,,7179,3505,126832,21823,10933
,101316,2617,,4182,,,,5288,,4042,,21529,,7192,3526,126833,21827,10934
,101338,2627,,4186,,,,5291,,4051,,21531,,7216,3549,127245,21842,10943
,101340,2629,,4198,,,,5293,,4052,,21532,,7245,3561,127863,21854,10945
,101347,2630,,4200,,,,5300,,4058,,21533,,7252,3570,128737,21857,10958
,101350,2632,,4209,,,,5332,,4063,,21535,,7254,3571,128977,21860,11001
,101361,2634,,4232,,,,5355,,4067,,21536,,7257,3576,128979,21862,11013
,101370,2635,,4246,,,,5365,,4068,,21537,,7258,3588,129175,21878,11101
,101382,2637,,4250,,,,5411,,4075,,21538,,7294,3594,129549,21881,11123
,101384,2638,,4264,,,,5415,,4083,,21539,,7295,3603,129591,21892,11161
,101471,2640,,4266,,,,5420,,4087,,21541,,7314,3609,129595,87435,11179
,101478,2641,,4318,,,,5447,,4088,,21542,,7333,3624,129608,87478,11221
,101505,2643,,4334,,,,5460,,4094,,21543,,7334,3626,129610,87494,11235
,101525,2644,,4350,,,,5469,,4106,,21545,,7364,3638,129682,87495,11313
,101555,2648,,4357,,,,5472,,4107,,21546,,7376,3659,129686,87500,11319
,101581,2649,,4360,,,,5476,,4119,,21547,,7395,3669,129689,87517,11321
,101631,2651,,4362,,,,5492,,4121,,21548,,7396,3673,130033,87526,11433
,101695,2653,,4371,,,,5494,,4124,,21549,,7398,3689,131005,87538,11445
,101743,2655,,4382,,,,5504,,4127,,21550,,7419,3690,131360,97592,11499
,101811,2656,,4385,,,,5535,,4131,,21551,,7423,3701,131586,97610,11547
,101812,2657,,4386,,,,5603,,4151,,21561,,7459,3712,131878,97617,11553
,101813,2661,,4387,,,,5630,,4154,,21562,,7461,3726,131930,97634,11577
,101904,2662,,4388,,,,5631,,4155,,21575,,7485,3727,132038,97667,11617
,101911,2665,,4416,,,,5640,,4162,,21576,,7488,3737,132324,97673,11739
,101919,2666,,4454,,,,5673,,4176,,21580,,7491,3738,134761,97683,11747
,101922,2668,,4469,,,,5678,,4177,,21581,,7494,3745,135645,97707,11757
,101972,2670,,4493,,,,5681,,4183,,21582,,7505,3752,136716,97716,11759
,102000,2673,,4503,,,,5682,,4186,,21583,,7511,3757,136758,97735,11785
,102001,2674,,4504,,,,5689,,4188,,21594,,7512,3758,137705,97765,11837
,102002,2679,,4509,,,,5719,,4192,,21607,,7522,3760,137706,97766,11887
,102004,2681,,4521,,,,5723,,4196,,21614,,7526,3761,139273,97769,11919
,102098,2687,,4532,,,,5763,,4198,,21615,,7528,3765,139274,97820,11933
,102153,2693,,4533,,,,5774,,4200,,21616,,7530,3778,,97857,12067
,102155,2699,,4534,,,,5784,,4208,,21617,,7532,3806,,97858,12131
,102289,2701,,4536,,,,5834,,4209,,21618,,7549,3809,,97859,12175
,102315,2707,,4540,,,,5835,,4211,,21619,,7559,3810,,97860,12279
,102346,2708,,4547,,,,5854,,4240,,21620,,7601,3811,,97863,12291
,102347,2710,,4565,,,,5865,,4244,,21621,,7605,3812,,97873,12293
,102348,2712,,4567,,,,5900,,4252,,21622,,7610,3822,,97903,12355
,102349,2716,,4574,,,,5902,,4262,,21628,,7617,3828,,97921,12365
,102350,2719,,4575,,,,5904,,4264,,21632,,7625,3834,,97932,12445
,102351,2721,,4578,,,,5916,,4280,,21633,,7626,3836,,97933,12461
,102429,2723,,4584,,,,5917,,4282,,21634,,7633,3837,,97954,12467
,102431,2725,,4596,,,,5918,,4312,,21656,,7639,3842,,97965,12477
,102436,2727,,4617,,,,5924,,4318,,21667,,7645,3848,,97968,12531
,102447,2730,,4618,,,,5928,,4320,,21668,,7664,3858,,97979,12549
,102498,2732,,4639,,,,5929,,4332,,21670,,7669,3873,,97983,12565
,102501,2736,,4640,,,,5936,,4334,,21693,,7681,3876,,97994,12579
,102504,2742,,4646,,,,5941,,4357,,21716,,7711,3877,,98034,12581
,102556,2743,,4650,,,,5984,,4369,,21754,,7713,3879,,98059,12663
,102598,2744,,4654,,,,5992,,4371,,21758,,7715,3886,,98060,12669
,102599,2745,,4672,,,,5997,,4385,,21762,,7718,3898,,98089,12673
,102600,2748,,4690,,,,6018,,4386,,21763,,7723,3905,,98091,12695
,102601,2749,,4695,,,,6032,,4388,,21785,,7740,3907,,98135,12711
,102602,2750,,4712,,,,6045,,4406,,21805,,7752,3915,,98149,12729
,102603,2752,,4733,,,,6060,,4416,,21819,,7771,3923,,98173,12783
,102631,2754,,4765,,,,6076,,4420,,21828,,7774,3935,,98202,12881
,102663,2755,,4772,,,,6114,,4427,,21866,,7779,3936,,98217,12957
,102832,2757,,4773,,,,6124,,4437,,21867,,7786,3968,,98223,12967
,102883,2762,,4808,,,,6129,,4439,,21868,,7809,3969,,98224,13055
,102939,2766,,4810,,,,6152,,4440,,21869,,7810,3991,,98238,13093
,102949,2768,,4907,,,,6164,,4443,,21870,,7818,4013,,98240,13127
,102976,2771,,4917,,,,6165,,4454,,21888,,7843,4024,,98291,13299
,103050,2779,,4929,,,,6172,,4462,,21889,,7844,4025,,98292,13349
,103221,2780,,4933,,,,6202,,4470,,87437,,7845,4026,,98338,13357
,103223,2784,,4934,,,,6211,,4503,,87456,,7856,4028,,98344,13367
,103314,2787,,4946,,,,6226,,4504,,87457,,7876,4037,,98349,13585
,103335,2790,,4961,,,,6227,,4509,,97621,,7902,4049,,98383,13629
,103350,2791,,4967,,,,6229,,4522,,97622,,7939,4051,,98385,13659
,103359,2796,,4975,,,,6230,,4524,,97623,,7953,4052,,98421,13663
,103410,2806,,4981,,,,6246,,4531,,97624,,7985,4058,,98425,13731
,103514,2813,,4985,,,,6261,,4532,,97773,,8057,4060,,98436,13757
,103515,2814,,5014,,,,6262,,4534,,97774,,8064,4061,,98439,13759
,103517,2815,,5022,,,,6266,,4540,,97775,,8081,4066,,98441,13767
,103523,2818,,5027,,,,6328,,4548,,97809,,8086,4067,,98444,13833
,103527,2820,,5031,,,,6336,,4549,,97810,,8115,4068,,98448,13837
,103543,2822,,5032,,,,6344,,4565,,97850,,8133,4071,,98475,13851
,103707,2823,,5037,,,,6351,,4566,,97851,,8145,4074,,98477,13931
,103871,2824,,5039,,,,6361,,4575,,97854,,8146,4080,,98478,13939
,103924,2827,,5052,,,,6366,,4578,,97892,,8149,4086,,98495,14027
,104059,2832,,5053,,,,6372,,4581,,97905,,8150,4087,,98496,14049
,104070,2835,,5070,,,,6397,,4596,,97906,,8152,4088,,98497,14075
,104157,2836,,5072,,,,6401,,4597,,97911,,8153,4094,,98501,14145
,104160,2837,,5074,,,,6408,,4618,,97912,,8154,4098,,98502,14189
,104278,2839,,5075,,,,6421,,4646,,97913,,8155,4112,,98503,14199
,104327,2840,,5090,,,,6489,,4650,,97914,,8156,4131,,98506,14227
,104345,2847,,5129,,,,6492,,4654,,98032,,8157,4138,,98511,14231
,104383,2851,,5131,,,,6504,,4657,,98058,,8158,4150,,98514,14247
,104387,2884,,5133,,,,6509,,4663,,98078,,8162,4151,,98519,14277
,104388,2885,,5143,,,,6547,,4664,,98079,,8205,4154,,98520,14289
,104435,2892,,5153,,,,6634,,4672,,98080,,8217,4155,,98529,14293
,104458,2897,,5164,,,,6637,,4690,,98081,,8218,4186,,98536,14397
,104580,2899,,5165,,,,6653,,4693,,98203,,8226,4188,,98548,14515
,104746,2901,,5196,,,,6728,,4703,,98212,,8227,4191,,98556,14539
,104748,2903,,5220,,,,6774,,4712,,98213,,8229,4197,,98565,14645
,104749,2907,,5223,,,,6783,,4719,,98306,,8234,4199,,98572,14669
,104750,2910,,5237,,,,6787,,4725,,98307,,8235,4200,,98577,14685
,104868,2912,,5244,,,,6867,,4765,,98308,,8243,4240,,98580,14713
,105228,2917,,5266,,,,6868,,4773,,98309,,8292,4244,,98596,14741
,105310,2923,,5270,,,,6872,,4808,,98432,,8311,4246,,98599,14749
,105334,2930,,5289,,,,6875,,4810,,98433,,8332,4252,,98615,14751
,105401,2933,,5290,,,,6895,,4835,,98434,,8333,4262,,98631,14753
,105914,2934,,5293,,,,6919,,4851,,98435,,8337,4318,,98632,14813
,106146,2937,,5307,,,,6920,,4854,,98480,,8346,4340,,98635,14827
,106169,2942,,5310,,,,6922,,4855,,98527,,8358,4361,,98657,14833
,106239,2951,,5311,,,,6937,,4856,,98528,,8442,4375,,98693,14893
,106286,2954,,5322,,,,6978,,4876,,98557,,8446,4389,,98759,14967
,106496,2963,,5330,,,,7014,,4886,,98623,,8456,4390,,98760,14991
,106862,2967,,5351,,,,7054,,4898,,98660,,8465,4391,,98761,14995
,106896,2971,,5356,,,,7058,,4901,,98766,,8486,4394,,98762,15039
,106918,2985,,5395,,,,7059,,4923,,98767,,8490,4395,,98772,15045
,107010,2986,,5421,,,,7092,,4929,,98768,,8491,4415,,98779,15085
,107201,2993,,5440,,,,7117,,4933,,98769,,8492,4427,,98820,15097
,107294,3000,,5462,,,,7144,,4934,,98790,,8494,4443,,98847,15117
,107371,3001,,5477,,,,7169,,4938,,98970,,8495,4444,,98866,15177
,107418,3006,,5505,,,,7193,,4940,,98971,,8496,4450,,98868,15225
,107672,3008,,5539,,,,7229,,4961,,98972,,8514,4459,,98876,15377
,107693,3019,,5629,,,,7242,,4967,,99268,,8567,4468,,98897,15379
,107876,3020,,5630,,,,7252,,4970,,99347,,8595,4470,,98959,15391
,108146,3021,,5656,,,,7257,,4981,,99348,,8598,4471,,98977,15411
,108241,3023,,5667,,,,7270,,4983,,99349,,8624,4476,,98997,15451
,108266,3026,,5675,,,,7273,,4985,,99441,,8628,4481,,99054,15583
,108267,3031,,5681,,,,7285,,5002,,99518,,8644,4504,,99131,15605
,108356,3033,,5691,,,,7311,,5020,,99555,,8648,4509,,99215,15609
,108463,3036,,5723,,,,7366,,5023,,99556,,8664,4511,,99230,15689
,108487,3037,,5725,,,,7374,,5029,,99685,,8667,4513,,99361,15699
,108577,3040,,5742,,,,7376,,5031,,99743,,8704,4514,,99363,15717
,108758,3053,,5755,,,,7420,,5032,,99817,,8722,4521,,99366,15809
,108767,3057,,5763,,,,7474,,5034,,99818,,8724,4524,,99390,15841
,108928,3065,,5776,,,,7479,,5039,,99819,,8730,4551,,99394,15843
,108945,3073,,5784,,,,7482,,5041,,99894,,8733,4563,,99420,15881
,108971,3077,,5785,,,,7504,,5045,,99911,,8740,4584,,99468,15893
,108978,3085,,5793,,,,7505,,5051,,99912,,8751,4597,,99478,15895
,108992,3090,,5829,,,,7510,,5052,,99964,,8756,4598,,99480,15951
,109102,3091,,5833,,,,7571,,5070,,100003,,8774,4614,,99507,16001
,109148,3092,,5859,,,,7575,,5071,,100004,,8782,4615,,99578,16023
,109321,3095,,5862,,,,7578,,5072,,100006,,8783,4646,,99586,16067
,109418,3109,,5878,,,,7588,,5074,,100108,,8855,4651,,99638,16149
,109562,3112,,5883,,,,7616,,5075,,100167,,8900,4657,,99705,16201
,109603,3113,,5907,,,,7629,,5079,,100288,,8908,4662,,99726,16247
,109616,3114,,5927,,,,7645,,5090,,100397,,8909,4663,,99734,16273
,109819,3121,,5928,,,,7651,,5107,,100436,,8919,4667,,99741,16319
,109929,3125,,5934,,,,7654,,5108,,100450,,8955,4690,,99742,16353
,110028,3127,,5943,,,,7655,,5114,,100479,,8995,4712,,99748,16355
,110173,3129,,5945,,,,7661,,5133,,100485,,9007,4719,,99750,16397
,110200,3130,,5958,,,,7674,,5136,,100486,,9015,4726,,99753,16474
,110206,3136,,5967,,,,7683,,5143,,100635,,9043,4733,,99841,16528
,110452,3138,,5968,,,,7696,,5152,,100641,,9047,4773,,99916,16586
,110619,3155,,5973,,,,7705,,5157,,100667,,9061,4775,,99939,16608
,110646,3157,,5990,,,,7711,,5164,,100735,,9087,4792,,99994,16642
,110699,3159,,6000,,,,7775,,5165,,100741,,9088,4793,,99995,16656
,110733,3164,,6016,,,,7861,,5178,,100748,,9091,4794,,100009,16662
,110851,3165,,6025,,,,7877,,5189,,100911,,9098,4795,,100077,16664
,111314,3174,,6030,,,,8017,,5200,,100923,,9106,4798,,100093,16694
,111400,3175,,6038,,,,8074,,5204,,101015,,9135,4800,,100133,16706
,111762,3182,,6073,,,,8081,,5205,,101020,,9136,4801,,100178,16782
,111794,3185,,6078,,,,8098,,5220,,101021,,9172,4807,,100179,16866
,111931,3193,,6087,,,,8139,,5225,,101033,,9204,4808,,100180,16868
,111939,3203,,6152,,,,8140,,5226,,101124,,9228,4874,,100225,16870
,112018,3211,,6153,,,,8141,,5228,,101160,,9252,4876,,100268,16914
,112031,3213,,6154,,,,8142,,5232,,101210,,9287,4884,,100280,16934
,112151,3219,,6162,,,,8230,,5237,,101240,,9288,4901,,100283,16954
,112155,3221,,6166,,,,8233,,5251,,101301,,9303,4910,,100305,16982
,112156,3225,,6172,,,,8248,,5252,,101352,,9314,4921,,100402,17020
,112296,3226,,6189,,,,8249,,5266,,101496,,9324,4923,,100526,17074
,112300,3228,,6209,,,,8250,,5270,,101593,,9332,4926,,100532,17157
,112324,3229,,6213,,,,8324,,5277,,101608,,9342,4927,,100556,17407
,112625,3230,,6215,,,,8403,,5278,,101859,,9347,4938,,100562,17409
,112818,3232,,6245,,,,8415,,5287,,101865,,9356,4940,,100675,17513
,112921,3239,,6281,,,,8425,,5288,,101902,,9365,4943,,100684,17585
,113206,3243,,6288,,,,8426,,5289,,101943,,9376,4948,,100714,17635
,113273,3266,,6331,,,,8431,,5291,,101981,,9392,4961,,100720,17641
,113290,3272,,6336,,,,8450,,5292,,102313,,9403,4962,,100727,17643
,113415,3273,,6380,,,,8451,,5293,,103054,,9433,4981,,100749,17729
,113472,3274,,6381,,,,8475,,5296,,103076,,9465,4983,,100762,17741
,113722,3275,,6383,,,,8481,,5306,,103077,,9493,5006,,100791,17777
,113814,3276,,6390,,,,8533,,5308,,103136,,9496,5013,,100812,17827
,114085,3277,,6428,,,,8542,,5310,,103148,,9501,5014,,100855,17867
,114109,3278,,6437,,,,8554,,5311,,103312,,9519,5019,,100871,17871
,114136,3279,,6447,,,,8560,,5322,,103365,,9521,5023,,100873,17875
,114236,3280,,6448,,,,8563,,5330,,103574,,9545,5027,,100922,17895
,114441,3281,,6452,,,,8584,,5332,,103611,,9575,5037,,100965,18001
,114446,3285,,6463,,,,8634,,5342,,103925,,9690,5041,,101001,18039
,114535,3290,,6504,,,,8643,,5351,,104029,,9724,5071,,101002,18045
,114555,3292,,6566,,,,8713,,5355,,104038,,9736,5075,,101037,18053
,114557,3295,,6567,,,,8718,,5356,,104040,,9756,5084,,101045,18095
,114561,3298,,6573,,,,8743,,5369,,104041,,9760,5091,,101046,18119
,114814,3300,,6585,,,,8756,,5386,,104059,,9768,5096,,101082,18245
,114891,3312,,6610,,,,8777,,5395,,104117,,9770,5104,,101089,18247
,114947,3313,,6616,,,,8861,,5421,,104139,,9793,5114,,101097,18479
,115183,3328,,6653,,,,8896,,5440,,104351,,9798,5129,,101099,18655
,115908,3329,,6671,,,,8936,,5460,,104383,,9806,5133,,101103,18661
,116005,3332,,6672,,,,8967,,5469,,104451,,9811,5152,,101104,18671
,116006,3345,,6675,,,,9014,,5475,,104854,,9824,5157,,101117,18677
,116053,3349,,6718,,,,9062,,5485,,104949,,9862,5159,,101169,18683
,116054,3352,,6727,,,,9065,,5493,,104951,,9875,5184,,101206,18693
,116259,3354,,6733,,,,9077,,5496,,104952,,9878,5189,,101213,18729
,116287,3358,,6734,,,,9078,,5505,,104953,,9880,5190,,101215,18753
,116338,3375,,6735,,,,9088,,5507,,104954,,9885,5201,,101231,18841
,116408,3391,,6792,,,,9135,,5521,,104955,,9893,5202,,101248,18857
,116674,3402,,6795,,,,9163,,5525,,104956,,9904,5226,,101249,18897
,116752,3406,,6796,,,,9164,,5539,,104957,,9919,5233,,101267,19021
,116756,3410,,6800,,,,9165,,5549,,105066,,9924,5238,,101277,19051
,117014,3414,,6802,,,,9166,,5581,,105238,,9939,5249,,101309,19105
,117343,3417,,6861,,,,9213,,5583,,105562,,9982,5256,,101316,19117
,117572,3418,,6867,,,,9228,,5593,,105606,,9999,5260,,101338,19151
,117876,3419,,6872,,,,9253,,5620,,105901,,10015,5267,,101354,19163
,118103,3421,,6880,,,,9254,,5624,,105964,,10017,5272,,101371,19221
,118124,3432,,6889,,,,9260,,5630,,105970,,10028,5274,,101386,19251
,118125,3433,,6899,,,,9264,,5636,,106149,,10033,5287,,101426,19351
,118857,3437,,6927,,,,9279,,5681,,106165,,10056,5289,,101431,19495
,119258,3447,,6939,,,,9288,,5682,,106320,,10057,5292,,101432,19559
,119345,3448,,6942,,,,9289,,5684,,106322,,10058,5293,,101435,19575
,119346,3449,,6945,,,,9338,,5691,,106578,,10059,5306,,101478,19685
,119541,3455,,6947,,,,9351,,5715,,106579,,10060,5307,,101498,19747
,119548,3458,,6970,,,,9353,,5725,,107075,,10061,5311,,101499,19897
,119675,3464,,6974,,,,9367,,5753,,107076,,10077,5314,,101505,19921
,119939,3467,,6989,,,,9383,,5755,,107131,,10087,5337,,101506,19923
,119941,3470,,6992,,,,9385,,5760,,107132,,10092,5341,,101550,20021
,120055,3472,,7066,,,,9447,,5763,,107136,,10098,5343,,101571,20045
,120120,3482,,7081,,,,9467,,5764,,107444,,10105,5348,,101573,20047
,120123,3483,,7090,,,,9494,,5776,,107535,,10149,5369,,101574,20177
,120150,3485,,7106,,,,9495,,5781,,107974,,10155,5440,,101580,20359
,120205,3500,,7113,,,,9525,,5785,,108064,,10199,5458,,101596,20371
,120343,3503,,7122,,,,9546,,5812,,108113,,10218,5475,,101632,20377
,120376,3512,,7124,,,,9547,,5813,,108253,,10239,5476,,101633,20379
,121062,3514,,7139,,,,9548,,5828,,108263,,10245,5478,,101634,20458
,121119,3516,,7156,,,,9549,,5833,,108309,,10260,5484,,101696,20471
,121467,3517,,7192,,,,9568,,5838,,108331,,10313,5493,,101773,20473
,121528,3519,,7222,,,,9656,,5844,,108332,,10330,5496,,101775,20479
,121663,3535,,7230,,,,9693,,5854,,108411,,10336,5530,,101789,20481
,121679,3545,,7262,,,,9756,,5859,,108413,,10347,5535,,101844,20483
,121684,3546,,7270,,,,9773,,5868,,108742,,10350,5538,,101906,20488
,122238,3547,,7279,,,,9790,,5869,,108859,,10357,5578,,101910,20492
,122241,3550,,7285,,,,9837,,5870,,108983,,10359,5581,,101912,20510
,122497,3568,,7290,,,,9863,,5871,,109299,,10379,5600,,101921,20511
,122516,3573,,7308,,,,9866,,5873,,109300,,10408,5624,,101923,20519
,122562,3575,,7311,,,,9890,,5874,,109304,,10444,5630,,101985,20520
,122631,3577,,7336,,,,9916,,5875,,109326,,10447,5636,,101992,20527
,122672,3588,,7338,,,,9922,,5877,,109382,,10456,5656,,102001,20529
,123382,3593,,7366,,,,9931,,5883,,109412,,10470,5673,,102004,20537
,123769,3597,,7465,,,,9959,,5889,,109621,,10545,5688,,102006,20541
,123779,3604,,7472,,,,9969,,5940,,110336,,10547,5689,,102051,20542
,124060,3613,,7474,,,,9972,,5956,,110337,,10549,5691,,102063,20551
,124118,3615,,7536,,,,9976,,5967,,110347,,10582,5702,,102064,20565
,124132,3616,,7551,,,,9988,,5968,,110730,,10594,5712,,102074,20566
,124194,3618,,7596,,,,9989,,5990,,110736,,10628,5715,,102077,20568
,124396,3619,,7598,,,,9990,,5996,,111001,,10639,5725,,102090,20573
,124555,3620,,7681,,,,9993,,5997,,111188,,10647,5760,,102162,20574
,124600,3627,,7750,,,,9996,,6000,,111319,,10684,5764,,102168,20583
,124641,3630,,7781,,,,9998,,6016,,111320,,10685,5783,,102309,20584
,124965,3633,,7839,,,,10013,,6025,,111656,,10687,5838,,102360,20591
,125038,3638,,7858,,,,10014,,6030,,112190,,10690,5844,,102379,20596
,125153,3640,,7864,,,,10028,,6033,,112233,,10702,5848,,102425,20598
,125369,3652,,7900,,,,10029,,6046,,112356,,10757,5854,,102434,20599
,125868,3654,,7956,,,,10030,,6050,,112374,,10764,5871,,102450,20627
,126016,3655,,8011,,,,10036,,6056,,112375,,10821,5876,,102457,20631
